nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
Stephanie Gonzalez DVM,50,ÁGUA BRANCA,PB,9119575700,22740813,370,53.7831,True,True,10000,0,5061,4939,10000
Nicole Walter MD,43,ABREU E LIMA,PE,46725474268,07630581012362,370,53.7831,True,False,10000,0,5061,4939,10000
Susan Moore PhD,20,ACAUÃ,PI,22375073410,58902113,370,53.7831,True,True,10000,0,5061,4939,10000
Keith Williams PhD,90,ABATIÁ,PR,53480679978,59757129563676,370,53.7831,True,False,10000,0,5061,4939,10000
Dan Johnson Jr.,77,ANGRA DOS REIS,RJ,70561089701,95766113,355,53.7831,True,True,10000,0,5061,4939,10000
Dana Jackson Jr.,51,ACARI,RN,08278753717,95539680705681,370,53.7831,True,False,10000,0,5061,4939,10000
Hayley Williams DDS,37,ALTA FLORESTA D'OESTE,RO,5242561955,89454313,370,53.7831,True,True,10000,0,5061,4939,10000
Catherine Blackburn PhD,18,AMAJARI,RR,69863484520,76450284045108,370,53.7831,True,False,10000,0,5061,4939,10000
Rebekah Wright PhD,88,ACEGUÁ,RS,14355227618,40226813,370,53.7831,True,True,10000,0,5061,4939,10000
Matthew Rodriguez DVM,27,ABDON BATISTA,SC,48416133158,83758563086970,370,53.7831,True,False,10000,0,5061,4939,10000
Samantha Evans DDS,84,AMPARO DE SÃO FRANCISCO,SE,19921041231,49976913,370,53.7831,True,True,10000,0,5061,4939,10000
Jacob Thompson MD,32,ADAMANTINA,SP,51495655636,84718441419319,364,53.7831,True,False,10000,0,5061,4939,10000
Mark Shepard DDS,40,ABREULÂNDIA,TO,24641232938,7036112,370,53.7831,True,True,10000,0,5061,4939,10000
Cynthia Parks MD,68,ACRELÂNDIA,AC,55302958350,01383870272826,371,53.7831,True,False,10000,0,5061,4939,10000
Clinton Watson III,46,ÁGUA BRANCA,AL,81350523836,63459513,371,53.7831,True,True,10000,0,5061,4939,10000
Sarah Johnson DDS,20,ALVARÃES,AM,29028654305,60470686357870,371,53.7831,True,False,10000,0,5061,4939,10000
Troy Williams MD,35,SERRA DO NAVIO,AP,21546786376,19806412,371,53.7831,True,True,10000,0,5061,4939,10000
Mark Horton MD,19,ABAÍRA,BA,34397720045,44742097191000,371,53.7831,True,False,10000,0,5061,4939,10000
William Robbins DVM,72,ABAIARA,CE,5738530969,61125813,371,53.7831,True,True,10000,0,5061,4939,10000
Anthony Hickman DVM,34,Brasília,DF,16807984561,00990626366685,365,53.7831,True,False,10000,0,5061,4939,10000
Alexander Martinez MD,80,AFONSO CLÁUDIO,ES,34553131242,15258713,371,53.7831,True,True,10000,0,5061,4939,10000
Sarah Lane MD,40,ABADIA DE GOIÁS,GO,04154514180,45984891602090,371,53.7831,True,False,10000,0,5061,4939,10000
John Goodman IV,44,AÇAILÂNDIA,MA,4496285231,20916413,371,53.7831,True,True,10000,0,5061,4939,10000
Joy Baxter Jr.,89,ABADIA DOS DOURADOS,MG,54320330978,77052412941549,340,53.7831,True,False,10000,0,5061,4939,10000
Taylor Roberson DVM,50,ÁGUA CLARA,MS,2243556782,64859813,370,53.7831,True,True,10000,0,5061,4939,10000
Kathleen Becker MD,47,ACORIZAL,MT,14266002165,98612646770825,370,53.7831,True,False,10000,0,5061,4939,10000
Kaitlin Bender DVM,27,ABAETETUBA,PA,85517519725,56641613,370,53.7831,True,True,10000,0,5061,4939,10000
Hannah Griffith DVM,36,ÁGUA BRANCA,PB,46406508173,10256174177693,370,53.7831,True,False,10000,0,5061,4939,10000
Fred Nichols MD,79,ABREU E LIMA,PE,98675356420,41215613,370,53.7831,True,True,10000,0,5061,4939,10000
Philip Adams DDS,67,ACAUÃ,PI,95886043896,84425394947419,370,53.7831,True,False,10000,0,5061,4939,10000
Joshua Sims DVM,19,ABATIÁ,PR,87726536802,73072313,370,53.7831,True,True,10000,0,5061,4939,10000
Zachary Carter V,21,ANGRA DOS REIS,RJ,40441435440,63477917990240,355,53.7831,True,False,10000,0,5061,4939,10000
Jonathan Smith II,71,ACARI,RN,20760871680,4582113,370,53.7831,True,True,10000,0,5061,4939,10000
Daniel Martin MD,78,ALTA FLORESTA D'OESTE,RO,17774935525,32148898354701,370,53.7831,True,False,10000,0,5061,4939,10000
Jesus Nolan III,61,AMAJARI,RR,69249576501,55570313,370,53.7831,True,True,10000,0,5061,4939,10000
Gerald Lee MD,70,ACEGUÁ,RS,33942164698,39148359443722,370,53.7831,True,False,10000,0,5061,4939,10000
Teresa Lin PhD,39,ABDON BATISTA,SC,30268155437,92311813,370,53.7831,True,True,10000,0,5061,4939,10000
Isaac Patton II,61,AMPARO DE SÃO FRANCISCO,SE,32747357287,15862749587299,370,53.7831,True,False,10000,0,5061,4939,10000
Samuel Hays DVM,54,ADAMANTINA,SP,3329139293,39713,364,53.7831,True,True,10000,0,5061,4939,10000
Marvin Waller III,55,ABREULÂNDIA,TO,63601953722,82900395659307,370,53.7831,True,False,10000,0,5061,4939,10000
Jacob Wright DDS DDS,60,ACRELÂNDIA,AC,53760674755,49603113,371,53.7831,True,True,10000,0,5061,4939,10000
Tara Hanson MD,19,ÁGUA BRANCA,AL,51300444444,28818338541175,371,53.7831,True,False,10000,0,5061,4939,10000
Keith Washington DDS,24,ALVARÃES,AM,5043357746,94521513,371,53.7831,True,True,10000,0,5061,4939,10000
William Mcdonald MD,50,SERRA DO NAVIO,AP,17611949179,97832944985392,371,53.7831,True,False,10000,0,5061,4939,10000
Ryan Vazquez DDS,80,ABAÍRA,BA,1529044847,86939913,371,53.7831,True,True,10000,0,5061,4939,10000
James Medina Jr.,71,ABAIARA,CE,59678261812,46500623309060,371,53.7831,True,False,10000,0,5061,4939,10000
Sergio Martinez III,64,Brasília,DF,76307577193,4310413,365,53.7831,True,True,10000,0,5061,4939,10000
Jeffery Perez DVM,66,AFONSO CLÁUDIO,ES,64335177305,04535110441903,371,53.7831,True,False,10000,0,5061,4939,10000
Richard Brown DVM,48,ABADIA DE GOIÁS,GO,10136522157,20828412,371,53.7831,True,True,10000,0,5061,4939,10000
Drew Franklin DDS,30,AÇAILÂNDIA,MA,09150107127,94012753443070,371,53.7831,True,False,10000,0,5061,4939,10000
Justin Wright MD,45,ABADIA DOS DOURADOS,MG,72655592824,47997413,340,53.7831,True,True,10000,0,5061,4939,10000
Michael Harris MD,83,ÁGUA CLARA,MS,39148744735,33068294933572,370,53.7831,True,False,10000,0,5061,4939,10000
Deborah Hill DDS,41,ACORIZAL,MT,36667355095,49555113,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Roberts III,75,ABAETETUBA,PA,82465354396,79080213553723,370,53.7831,True,False,10000,0,5061,4939,10000
Stephanie Cohen Jr.,51,ÁGUA BRANCA,PB,60358744954,55730813,370,53.7831,True,True,10000,0,5061,4939,10000
Richard Bryan PhD MD,50,ABREU E LIMA,PE,25981834447,20465436940450,370,53.7831,True,False,10000,0,5061,4939,10000
Nathan Armstrong PhD,46,ACAUÃ,PI,9400274700,82827613,370,53.7831,True,True,10000,0,5061,4939,10000
David Farley MD,75,ABATIÁ,PR,50152563024,56368420975938,370,53.7831,True,False,10000,0,5061,4939,10000
Manuel Maddox MD,50,ANGRA DOS REIS,RJ,9584997807,82399513,355,53.7831,True,True,10000,0,5061,4939,10000
Maria Molina Jr.,51,ACARI,RN,87584631274,35181436323625,370,53.7831,True,False,10000,0,5061,4939,10000
Stephanie Williams DVM,20,ALTA FLORESTA D'OESTE,RO,17935812586,46963513,370,53.7831,True,True,10000,0,5061,4939,10000
Dr. Jose Knight DVM,64,AMAJARI,RR,41417821736,40545680622810,370,53.7831,True,False,10000,0,5061,4939,10000
John Velasquez Jr.,21,ACEGUÁ,RS,98878215945,19252913,370,53.7831,True,True,10000,0,5061,4939,10000
Lori Griffin MD,83,ABDON BATISTA,SC,49273230210,18585393985171,370,53.7831,True,False,10000,0,5061,4939,10000
Jeremy Cook MD,30,AMPARO DE SÃO FRANCISCO,SE,5115231220,24958813,370,53.7831,True,True,10000,0,5061,4939,10000
Diane Watson Jr.,81,ADAMANTINA,SP,00982491697,41832489797370,364,53.7831,True,False,10000,0,5061,4939,10000
Courtney Pugh MD DVM,88,ABREULÂNDIA,TO,4416712928,50186312,370,53.7831,True,True,10000,0,5061,4939,10000
Daniel Pruitt IV,19,ACRELÂNDIA,AC,87017011422,97891752054566,371,53.7831,True,False,10000,0,5061,4939,10000
Christopher Cherry MD,29,ÁGUA BRANCA,AL,50181221020,40280213,371,53.7831,True,True,10000,0,5061,4939,10000
Susan Bryant MD,46,ALVARÃES,AM,48447936325,40937779987360,371,53.7831,True,False,10000,0,5061,4939,10000
Jeffery Liu MD,64,SERRA DO NAVIO,AP,7689506003,14592813,371,53.7831,True,True,10000,0,5061,4939,10000
Luke Miller Jr.,70,ABAÍRA,BA,04280701326,70184228487446,371,53.7831,True,False,10000,0,5061,4939,10000
James Dunn DVM,61,ABAIARA,CE,69143511805,25535213,371,53.7831,True,True,10000,0,5061,4939,10000
Steven Hunt DDS,29,Brasília,DF,53032878586,13086145980527,365,53.7831,True,False,10000,0,5061,4939,10000
Eric Rodgers DDS,83,AFONSO CLÁUDIO,ES,14593940389,60147213,371,53.7831,True,True,10000,0,5061,4939,10000
Kyle Davis MD,66,ABADIA DE GOIÁS,GO,55557292608,07417676434981,371,53.7831,True,False,10000,0,5061,4939,10000
Julie Price DDS,39,AÇAILÂNDIA,MA,16925723008,61659913,371,53.7831,True,True,10000,0,5061,4939,10000
Sarah Thompson DDS,49,ABADIA DOS DOURADOS,MG,05839172243,42653356012938,340,53.7831,True,False,10000,0,5061,4939,10000
Jeffrey Walker MD,61,ÁGUA CLARA,MS,85664312351,38406713,370,53.7831,True,True,10000,0,5061,4939,10000
Mary Camacho II,64,ACORIZAL,MT,36057812506,99476817071542,370,53.7831,True,False,10000,0,5061,4939,10000
Lauren Wang DDS,83,ABAETETUBA,PA,46622260311,20583913,370,53.7831,True,True,10000,0,5061,4939,10000
Paul Long DVM,18,ÁGUA BRANCA,PB,85627740655,99563082802718,370,53.7831,True,False,10000,0,5061,4939,10000
Bonnie Cervantes MD,68,ABREU E LIMA,PE,31277212422,99882413,370,53.7831,True,True,10000,0,5061,4939,10000
Shannon Adkins PhD,21,ACAUÃ,PI,09932557609,79379844600924,370,53.7831,True,False,10000,0,5061,4939,10000
Robert Molina MD,22,ABATIÁ,PR,57777716026,22753412,370,53.7831,True,True,10000,0,5061,4939,10000
Zachary Murphy Jr.,90,ANGRA DOS REIS,RJ,75048439112,36974550090557,355,53.7831,True,False,10000,0,5061,4939,10000
Rachel Shannon MD,80,ACARI,RN,85485173608,83860113,370,53.7831,True,True,10000,0,5061,4939,10000
Matthew Hunter DDS,86,ALTA FLORESTA D'OESTE,RO,26605132017,92066667657244,370,53.7831,True,False,10000,0,5061,4939,10000
Jeffrey Chavez MD,41,AMAJARI,RR,48592121426,86010913,370,53.7831,True,True,10000,0,5061,4939,10000
Nathan Reed MD,19,ACEGUÁ,RS,02403165255,63972671581862,370,53.7831,True,False,10000,0,5061,4939,10000
Michelle Adams MD,35,ABDON BATISTA,SC,14440066810,21685613,370,53.7831,True,True,10000,0,5061,4939,10000
Nathaniel Torres DDS,56,AMPARO DE SÃO FRANCISCO,SE,32080222988,15485339932046,370,53.7831,True,False,10000,0,5061,4939,10000
Christopher Evans MD,61,ADAMANTINA,SP,86972029147,63020713,364,53.7831,True,True,10000,0,5061,4939,10000
Lisa Reed MD,59,ABREULÂNDIA,TO,83843631379,22891609234808,370,53.7831,True,False,10000,0,5061,4939,10000
Sean Ford PhD,75,ACRELÂNDIA,AC,75610357560,29087413,371,53.7831,True,True,10000,0,5061,4939,10000
Derrick Gray MD,68,ÁGUA BRANCA,AL,11356670474,30714877826887,371,53.7831,True,False,10000,0,5061,4939,10000
Ryan Howe PhD,19,ALVARÃES,AM,6130547765,44500113,371,53.7831,True,True,10000,0,5061,4939,10000
Miss Jacqueline Whitehead II,78,SERRA DO NAVIO,AP,27897833810,85842653644655,371,53.7831,True,False,10000,0,5061,4939,10000
Anthony Martin DVM,21,ABAÍRA,BA,28070380772,75027513,371,53.7831,True,True,10000,0,5061,4939,10000
Kevin Bush PhD,40,ABAIARA,CE,24272784242,40131863924713,371,53.7831,True,False,10000,0,5061,4939,10000
Matthew Fleming MD,89,Brasília,DF,97504670278,67894313,365,53.7831,True,True,10000,0,5061,4939,10000
Monica Anderson DDS,43,AFONSO CLÁUDIO,ES,19191823811,30701471146648,371,53.7831,True,False,10000,0,5061,4939,10000
Randy Jenkins Jr.,38,ABADIA DE GOIÁS,GO,28104577514,42607912,371,53.7831,True,True,10000,0,5061,4939,10000
Jay Stevenson MD,63,AÇAILÂNDIA,MA,02423310412,27792245598930,371,53.7831,True,True,10000,0,5061,4939,10000
Katie Perkins Jr.,70,ABADIA DOS DOURADOS,MG,5633014901,85459213,340,53.7831,True,True,10000,0,5061,4939,10000
Dana Brown Jr.,73,ÁGUA CLARA,MS,37008382200,18169880860296,370,53.7831,True,False,10000,0,5061,4939,10000
John Arroyo Jr.,55,ACORIZAL,MT,1172694680,89779712,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Sandoval DDS,24,ABAETETUBA,PA,35699021299,93917061234434,370,53.7831,True,False,10000,0,5061,4939,10000
Catherine Phillips MD DDS,23,ÁGUA BRANCA,PB,11322705534,51831113,370,53.7831,True,True,10000,0,5061,4939,10000
Matthew Sullivan DDS,53,ABREU E LIMA,PE,58526405144,00854510170714,370,53.7831,True,False,10000,0,5061,4939,10000
Daniel Davis PhD,83,ACAUÃ,PI,1564347338,683613,370,53.7831,True,True,10000,0,5061,4939,10000
Michelle Moore DVM,55,ABATIÁ,PR,03994507774,84017755702037,370,53.7831,True,False,10000,0,5061,4939,10000
Christina Mullen MD,22,ANGRA DOS REIS,RJ,96691455894,62621213,355,53.7831,True,True,10000,0,5061,4939,10000
Jeremy Robinson MD,24,ACARI,RN,06416506807,66746827140080,370,53.7831,True,False,10000,0,5061,4939,10000
Mackenzie Bradford IV,32,ALTA FLORESTA D'OESTE,RO,51643073087,6549712,370,53.7831,True,True,10000,0,5061,4939,10000
April Berger MD,22,AMAJARI,RR,98332585309,25165692924679,370,53.7831,True,False,10000,0,5061,4939,10000
Christine Mcmillan Jr.,20,ACEGUÁ,RS,13083183836,63114613,370,53.7831,True,True,10000,0,5061,4939,10000
Joseph Carr PhD,43,ABDON BATISTA,SC,76138450523,12143677580300,370,53.7831,True,False,10000,0,5061,4939,10000
Tammy Frazier DDS,24,AMPARO DE SÃO FRANCISCO,SE,86428792206,93373713,370,53.7831,True,True,10000,0,5061,4939,10000
Anthony Thompson MD,86,ADAMANTINA,SP,69241464810,90628836047434,364,53.7831,True,False,10000,0,5061,4939,10000
Matthew Davis DDS,48,ABREULÂNDIA,TO,41253539995,37832513,370,53.7831,True,True,10000,0,5061,4939,10000
James Robertson MD,44,ACRELÂNDIA,AC,60776767801,74290549430379,371,53.7831,True,False,10000,0,5061,4939,10000
Henry Shelton DDS,18,ÁGUA BRANCA,AL,2547218429,67307713,371,53.7831,True,True,10000,0,5061,4939,10000
Sara Mccall MD,48,ALVARÃES,AM,34900704105,99128711894457,371,53.7831,True,False,10000,0,5061,4939,10000
Dawn Zamora MD,45,SERRA DO NAVIO,AP,17419119740,77628113,371,53.7831,True,True,10000,0,5061,4939,10000
Rebecca Griffin DDS,53,ABAÍRA,BA,64093030170,66123656310052,371,53.7831,True,False,10000,0,5061,4939,10000
Candice Hensley PhD,54,ABAIARA,CE,8131261263,97801413,371,53.7831,True,True,10000,0,5061,4939,10000
Emily Juarez PhD,79,Brasília,DF,65551279880,86179737457503,365,53.7831,True,False,10000,0,5061,4939,10000
Erik Zamora PhD,72,AFONSO CLÁUDIO,ES,85637214700,61829112,371,53.7831,True,True,10000,0,5061,4939,10000
Ashley Miller MD,23,ABADIA DE GOIÁS,GO,86331049207,41835267963685,371,53.7831,True,False,10000,0,5061,4939,10000
Trevor Ortiz MD,30,AÇAILÂNDIA,MA,89117658640,39771413,371,53.7831,True,True,10000,0,5061,4939,10000
Nathan Frazier DDS,50,ABADIA DOS DOURADOS,MG,13424515116,85000754448316,340,53.7831,True,False,10000,0,5061,4939,10000
Tiffany Matthews DDS,36,ÁGUA CLARA,MS,76296309309,65795413,370,53.7831,True,True,10000,0,5061,4939,10000
Brittany Adams MD,68,ACORIZAL,MT,59880613708,26194104358480,370,53.7831,True,False,10000,0,5061,4939,10000
Veronica Salas MD,47,ABAETETUBA,PA,49355934823,3048613,370,53.7831,True,True,10000,0,5061,4939,10000
Cynthia Harvey DVM,34,ÁGUA BRANCA,PB,38770352216,14870532304061,370,53.7831,True,False,10000,0,5061,4939,10000
Barbara Erickson MD,90,ABREU E LIMA,PE,44761698489,43503713,370,53.7831,True,True,10000,0,5061,4939,10000
Justin Alvarez PhD,45,ACAUÃ,PI,75561286285,61990302612187,370,53.7831,True,False,10000,0,5061,4939,10000
Kayla Gonzales Jr.,40,ABATIÁ,PR,59535409069,25596213,370,53.7831,True,True,10000,0,5061,4939,10000
Maria Young MD,52,ANGRA DOS REIS,RJ,13571342828,81142841873643,355,53.7831,True,False,10000,0,5061,4939,10000
Stacy Moore PhD,79,ACARI,RN,59614833637,65158413,370,53.7831,True,True,10000,0,5061,4939,10000
Julie Johnson MD,34,ALTA FLORESTA D'OESTE,RO,83142420630,80588598476549,370,53.7831,True,False,10000,0,5061,4939,10000
Robert Faulkner DVM,64,AMAJARI,RR,37240820882,43256512,370,53.7831,True,True,10000,0,5061,4939,10000
Kevin Flores III,21,ACEGUÁ,RS,46756745506,27322237678281,370,53.7831,True,False,10000,0,5061,4939,10000
Rachel Hart MD,36,ABDON BATISTA,SC,77200874027,44872411,370,53.7831,True,True,10000,0,5061,4939,10000
Matthew Phillips DVM,32,AMPARO DE SÃO FRANCISCO,SE,58234393340,68624411027804,370,53.7831,True,False,10000,0,5061,4939,10000
Erica Hernandez PhD,85,ADAMANTINA,SP,46825628941,80775213,364,53.7831,True,True,10000,0,5061,4939,10000
Karina Kirby PhD,32,ABREULÂNDIA,TO,95684569706,97358892968273,370,53.7831,True,False,10000,0,5061,4939,10000
Gary Ruiz Jr.,56,ACRELÂNDIA,AC,13067510801,82980913,371,53.7831,True,True,10000,0,5061,4939,10000
Austin Murray DVM,58,ÁGUA BRANCA,AL,50760206600,80085413383062,371,53.7831,True,False,10000,0,5061,4939,10000
Jennifer Johnson Jr.,46,ALVARÃES,AM,17261308781,25433913,371,53.7831,True,True,10000,0,5061,4939,10000
Carol Powers DDS,49,SERRA DO NAVIO,AP,17537769702,57414105584696,371,53.7831,True,False,10000,0,5061,4939,10000
Michael Sanchez DDS,73,ABAÍRA,BA,8307792215,34200513,371,53.7831,True,True,10000,0,5061,4939,10000
Megan Mueller PhD,54,ABAIARA,CE,45179987890,21971246577534,371,53.7831,True,False,10000,0,5061,4939,10000
Leah Rosales DDS Jr.,38,Brasília,DF,16176589282,21786813,365,53.7831,True,True,10000,0,5061,4939,10000
Paige Stephens DVM,89,AFONSO CLÁUDIO,ES,01224553047,60815734692524,371,53.7831,True,False,10000,0,5061,4939,10000
Carly Higgins DVM,70,ABADIA DE GOIÁS,GO,26837151886,54516513,371,53.7831,True,True,10000,0,5061,4939,10000
Jose Cooper III,77,AÇAILÂNDIA,MA,14243766452,04543192733807,371,53.7831,True,False,10000,0,5061,4939,10000
Elizabeth Mcdonald MD,49,ABADIA DOS DOURADOS,MG,88389417774,70947713,340,53.7831,True,True,10000,0,5061,4939,10000
Tiffany Hale Jr.,37,ÁGUA CLARA,MS,40618121579,17734803993660,370,53.7831,True,False,10000,0,5061,4939,10000
Joshua Gray MD,31,ACORIZAL,MT,67146943852,90709913,370,53.7831,True,True,10000,0,5061,4939,10000
Samantha Taylor MD,41,ABAETETUBA,PA,75330079640,11323150871021,370,53.7831,True,False,10000,0,5061,4939,10000
Andrew Baker DVM,69,ÁGUA BRANCA,PB,13138350569,9664612,370,53.7831,True,True,10000,0,5061,4939,10000
William Rose DDS,79,ABREU E LIMA,PE,22255688719,71022163490536,370,53.7831,True,False,10000,0,5061,4939,10000
Kathryn Gardner DVM,28,ACAUÃ,PI,69671105270,59864413,370,53.7831,True,True,10000,0,5061,4939,10000
Brooke Rodriguez II,36,ABATIÁ,PR,11596742640,40850010637163,370,53.7831,True,False,10000,0,5061,4939,10000
James Burns DDS,23,ANGRA DOS REIS,RJ,68925554704,15188813,355,53.7831,True,True,10000,0,5061,4939,10000
Christopher Wise PhD,47,ACARI,RN,32965196293,20266581397244,370,53.7831,True,False,10000,0,5061,4939,10000
Kimberly Becker PhD,32,ALTA FLORESTA D'OESTE,RO,39993412465,65779213,370,53.7831,True,True,10000,0,5061,4939,10000
Kelly Hodges PhD,27,AMAJARI,RR,93196414639,01798154727661,370,53.7831,True,False,10000,0,5061,4939,10000
Alison Gonzalez Jr.,79,ACEGUÁ,RS,50604427301,43711213,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Hernandez DDS,87,ABDON BATISTA,SC,38622568474,63561208786390,370,53.7831,True,False,10000,0,5061,4939,10000
Mindy Warren DDS,20,AMPARO DE SÃO FRANCISCO,SE,32872138650,31549513,370,53.7831,True,True,10000,0,5061,4939,10000
Andrew Wagner DDS,30,ADAMANTINA,SP,11736118781,30018239815030,364,53.7831,True,False,10000,0,5061,4939,10000
Allison Thomas Jr.,32,ABREULÂNDIA,TO,25441149167,31100313,370,53.7831,True,True,10000,0,5061,4939,10000
Aaron Garcia MD,46,ACRELÂNDIA,AC,40047994223,10961746524459,371,53.7831,True,False,10000,0,5061,4939,10000
Steve Jordan MD,90,ÁGUA BRANCA,AL,86474602600,1352513,371,53.7831,True,True,10000,0,5061,4939,10000
Jake Gomez DDS,55,ALVARÃES,AM,82682323669,93000828183454,371,53.7831,True,False,10000,0,5061,4939,10000
James Robbins MD,33,SERRA DO NAVIO,AP,61340329999,63186113,371,53.7831,True,True,10000,0,5061,4939,10000
Tamara Levy DDS,29,ABAÍRA,BA,97084189513,59177567361108,371,53.7831,True,False,10000,0,5061,4939,10000
Matthew Jones III,57,ABAIARA,CE,47523870503,905213,371,53.7831,True,True,10000,0,5061,4939,10000
Charles Goodwin PhD,90,Brasília,DF,33865700381,47336951397903,365,53.7831,True,False,10000,0,5061,4939,10000
Stephanie Jacobs MD,39,AFONSO CLÁUDIO,ES,93505322474,47752413,371,53.7831,True,True,10000,0,5061,4939,10000
Ashley Clark MD,68,ABADIA DE GOIÁS,GO,07502948090,55546373119712,371,53.7831,True,False,10000,0,5061,4939,10000
Erin Herrera Jr.,22,AÇAILÂNDIA,MA,70918716349,89189113,371,53.7831,True,True,10000,0,5061,4939,10000
Angel Roth MD,55,ABADIA DOS DOURADOS,MG,35672821820,15096725135294,340,53.7831,True,False,10000,0,5061,4939,10000
David Wood MD,89,ÁGUA CLARA,MS,27971528086,12749313,370,53.7831,True,True,10000,0,5061,4939,10000
Darrell Maldonado MD,41,ACORIZAL,MT,36707585347,78678745005756,370,53.7831,True,False,10000,0,5061,4939,10000
Neil Shelton MD,58,ABAETETUBA,PA,95551097455,71017313,370,53.7831,True,True,10000,0,5061,4939,10000
Antonio Bright PhD,51,ÁGUA BRANCA,PB,95342692474,35631818486901,370,53.7831,True,False,10000,0,5061,4939,10000
Leslie Sweeney PhD,77,ABREU E LIMA,PE,49411896391,23516812,370,53.7831,True,True,10000,0,5061,4939,10000
Christy Sanchez MD,53,ACAUÃ,PI,29052350710,18027247897183,370,53.7831,True,False,10000,0,5061,4939,10000
Tracey Lee DDS,59,ABATIÁ,PR,65028592403,12409613,370,53.7831,True,True,10000,0,5061,4939,10000
Monica Carr MD,83,ANGRA DOS REIS,RJ,34811157257,11202041197037,355,53.7831,True,False,10000,0,5061,4939,10000
Maria Watson DDS,37,ACARI,RN,11932823220,80599313,370,53.7831,True,True,10000,0,5061,4939,10000
Albert Goodman MD,64,ALTA FLORESTA D'OESTE,RO,31596125624,62348578040575,370,53.7831,True,False,10000,0,5061,4939,10000
Danielle Ashley DVM,82,AMAJARI,RR,9559126601,85363113,370,53.7831,True,True,10000,0,5061,4939,10000
Tina Shelton MD,83,ACEGUÁ,RS,71801697574,57096016793213,370,53.7831,True,False,10000,0,5061,4939,10000
Jeffrey Jacobs DVM,36,ABDON BATISTA,SC,89067762415,68269813,370,53.7831,True,True,10000,0,5061,4939,10000
Brian Burns MD,77,AMPARO DE SÃO FRANCISCO,SE,49206688480,57179164109660,370,53.7831,True,False,10000,0,5061,4939,10000
Robin Nguyen MD,56,ADAMANTINA,SP,95399623749,79432313,364,53.7831,True,True,10000,0,5061,4939,10000
Yolanda Morrison MD,33,ABREULÂNDIA,TO,16486182946,26111210388602,370,53.7831,True,False,10000,0,5061,4939,10000
Andrea Dunlap IV,51,ACRELÂNDIA,AC,58619184300,33680113,371,53.7831,True,True,10000,0,5061,4939,10000
Ashley Wallace MD,85,ÁGUA BRANCA,AL,70518894517,50378975805809,371,53.7831,True,False,10000,0,5061,4939,10000
Molly Cunningham DDS,64,ALVARÃES,AM,25871079547,36979213,371,53.7831,True,True,10000,0,5061,4939,10000
William Wheeler DVM,58,SERRA DO NAVIO,AP,64642453768,15784683190978,371,53.7831,True,False,10000,0,5061,4939,10000
Patricia Peterson PhD,74,ABAÍRA,BA,98404889104,97910713,371,53.7831,True,True,10000,0,5061,4939,10000
Paul Butler DDS,87,ABAIARA,CE,51851519866,27345095332304,371,53.7831,True,False,10000,0,5061,4939,10000
Jacob Williams MD,34,Brasília,DF,14058974303,22838513,365,53.7831,True,True,10000,0,5061,4939,10000
Ronald Bird DDS,74,AFONSO CLÁUDIO,ES,19400932952,07621660081112,371,53.7831,True,False,10000,0,5061,4939,10000
Julie Smith DVM,72,ABADIA DE GOIÁS,GO,95147356339,47504113,371,53.7831,True,True,10000,0,5061,4939,10000
Victoria Garcia DDS,30,AÇAILÂNDIA,MA,18672162722,26100015890200,371,53.7831,True,False,10000,0,5061,4939,10000
Eugene Carlson DDS,30,ABADIA DOS DOURADOS,MG,44783900370,28171813,340,53.7831,True,True,10000,0,5061,4939,10000
Sonya Hart DDS,77,ÁGUA CLARA,MS,40480573670,74481821135568,370,53.7831,True,False,10000,0,5061,4939,10000
Dr. Beverly Contreras MD,19,ACORIZAL,MT,26848307386,51018513,370,53.7831,True,True,10000,0,5061,4939,10000
Eric Armstrong Jr.,57,ABAETETUBA,PA,80050745220,54819314587132,370,53.7831,True,False,10000,0,5061,4939,10000
Pamela Hampton Jr.,34,ÁGUA BRANCA,PB,40623089327,89434113,370,53.7831,True,True,10000,0,5061,4939,10000
Nathan Barnes DDS,87,ABREU E LIMA,PE,25716872476,92370128637511,370,53.7831,True,False,10000,0,5061,4939,10000
Michelle Brock MD,29,ACAUÃ,PI,94687633234,33711413,370,53.7831,True,True,10000,0,5061,4939,10000
Anthony Villarreal DVM,20,ABATIÁ,PR,33447829753,54785545450207,370,53.7831,True,False,10000,0,5061,4939,10000
Pamela Rocha DVM,71,ANGRA DOS REIS,RJ,81853388173,50410913,355,53.7831,True,True,10000,0,5061,4939,10000
Ashley Robertson PhD,81,ACARI,RN,13662851741,06198736640428,370,53.7831,True,False,10000,0,5061,4939,10000
Timothy Noble DDS,57,ALTA FLORESTA D'OESTE,RO,8737985540,86789513,370,53.7831,True,True,10000,0,5061,4939,10000
Mr. James Brown DDS,85,AMAJARI,RR,96932303299,15568495503030,370,53.7831,True,False,10000,0,5061,4939,10000
